file, #v, #c
cnf/lagniez/Planning/pddlXpSym/safe_safe_2_p_t5.cnf, 86, 171
cnf/lagniez/Planning/pddlXpSym/uts_k3_p_t2.cnf, 471, 1808
cnf/lagniez/Planning/pddlXpSym/ring_3_p_t2.cnf, 116, 264
cnf/lagniez/Planning/pddlXpSym/ring_4_p_t2.cnf, 152, 353
cnf/lagniez/Planning/pddlXpSym/sort_num_s_4_p_t1.cnf, 110, 371
cnf/lagniez/Planning/pddlXpSym/coins_p03_p_t6.cnf, 1040, 2821
cnf/lagniez/Planning/pddlXpSym/uts_k1_p_t2.cnf, 71, 202
cnf/lagniez/Planning/pddlXpSym/safe_safe_10_p_t4.cnf, 135, 294
cnf/lagniez/Planning/pddlXpSym/ring_3_p_t1.cnf, 70, 140
cnf/lagniez/Planning/pddlXpSym/ring_5_p_t2.cnf, 188, 443
cnf/lagniez/Planning/pddlXpSym/comm_p05_p_t6.cnf, 4026, 14709
cnf/lagniez/Planning/pddlXpSym/safe_safe_30_p_t5.cnf, 486, 1346
cnf/lagniez/Planning/pddlXpSym/emptyroom_d12_g6_p_t6.cnf, 720, 2546
cnf/lagniez/Planning/pddlXpSym/bomb_b20_t5_p_t5.cnf, 7100, 14025
cnf/lagniez/Planning/pddlXpSym/uts_k3_p_t3.cnf, 682, 2689
cnf/lagniez/Planning/pddlXpSym/bomb_b10_t5_p_t9.cnf, 4920, 9735
cnf/lagniez/Planning/pddlXpSym/emptyroom_d28_g14_corners_p_t1.cnf, 332, 982
cnf/lagniez/Planning/huge.cnf, 459, 7054
cnf/lagniez/Planning/4blocks.cnf, 758, 47820
cnf/lagniez/Planning/4step.cnf, 165, 418
cnf/lagniez/Planning/prob003.pddl.cnf, 1413, 29487
cnf/lagniez/Planning/tire-4.cnf, 812, 3222
cnf/lagniez/Planning/5step.cnf, 177, 475
cnf/lagniez/Planning/anomaly.cnf, 48, 261
cnf/lagniez/Planning/bw_large.d.cnf, 6325, 131973
cnf/lagniez/Planning/log-3.cnf, 1413, 29487
cnf/lagniez/Planning/bw_large.b.cnf, 1087, 13772
cnf/lagniez/Planning/prob004.pddl.cnf, 2303, 20963
cnf/lagniez/Planning/hanoi4.cnf, 718, 4934
cnf/lagniez/Planning/4blocksb.cnf, 410, 24758
cnf/lagniez/Planning/logistics.d.cnf, 4713, 21991
cnf/lagniez/Planning/log-1.cnf, 939, 3785
cnf/lagniez/Planning/bw_large.a.cnf, 459, 4675
cnf/lagniez/Planning/logistics.a.cnf, 828, 6718
cnf/lagniez/Planning/hanoi5.cnf, 1931, 14468
cnf/lagniez/Planning/tire-1.cnf, 352, 1038
cnf/lagniez/Planning/log-2.cnf, 1337, 24777
cnf/lagniez/Planning/3blocks.cnf, 283, 9690
cnf/lagniez/Planning/prob004-log-a.cnf, 1790, 18026
cnf/lagniez/Planning/prob001.pddl.cnf, 939, 3785
cnf/plazar/V15/s344_15_7.cnf, 284, 824
cnf/plazar/V15/s832a_15_7.cnf, 693, 2017
cnf/plazar/V15/s953a_15_7.cnf, 602, 1657
cnf/plazar/V15/s38417_15_7.cnf, 25615, 57946
cnf/plazar/V15/s526a_15_7.cnf, 453, 1304
cnf/plazar/V15/s510_15_7.cnf, 340, 948
cnf/plazar/V15/s349_15_7.cnf, 285, 829
cnf/plazar/V15/s5378a_15_7.cnf, 3766, 8732
cnf/plazar/V15/s27_15_7.cnf, 32, 103
cnf/plazar/V15/s713_15_7.cnf, 596, 1477
cnf/plazar/V15/s420_15_7.cnf, 366, 994
cnf/plazar/V15/s9234a_15_7.cnf, 6382, 14839
cnf/plazar/V15/s420_new_15_7.cnf, 351, 934
cnf/plazar/V15/s298_15_7.cnf, 292, 870
cnf/plazar/V15/s27_new_15_7.cnf, 17, 43
cnf/plazar/V15/s1423a_15_7.cnf, 864, 2248
cnf/plazar/V15/s820a_15_7.cnf, 685, 1987
cnf/plazar/V15/s641_15_7.cnf, 576, 1399
cnf/plazar/V15/s420_new1_15_7.cnf, 366, 994
cnf/plazar/V15/s1196a_15_7.cnf, 777, 2165
cnf/plazar/V15/s38584_15_7.cnf, 23492, 57754
cnf/plazar/V15/s15850a_15_7.cnf, 10995, 24836
cnf/plazar/V15/s382_15_7.cnf, 350, 995
cnf/plazar/V15/s526_15_7.cnf, 452, 1303
cnf/plazar/V15/s13207a_15_7.cnf, 9455, 20919
cnf/plazar/V15/s35932_15_7.cnf, 17918, 44709
cnf/plazar/V15/s444_15_7.cnf, 377, 1072
cnf/plazar/V15/s1238a_15_7.cnf, 773, 2210
cnf/plazar/V15/s1488_15_7.cnf, 941, 2783
cnf/plazar/V15/s838_15_7.cnf, 685, 1774
cnf/plazar/V7/s35932_7_4.cnf, 17849, 44425
cnf/plazar/V7/s382_7_4.cnf, 281, 711
cnf/plazar/V7/s1488_7_4.cnf, 872, 2499
cnf/plazar/V7/s953a_7_4.cnf, 533, 1373
cnf/plazar/V7/s713_7_4.cnf, 527, 1193
cnf/plazar/V7/s1423a_7_4.cnf, 795, 1964
cnf/plazar/V7/s838_7_4.cnf, 616, 1490
cnf/plazar/V7/s832a_7_4.cnf, 624, 1733
cnf/plazar/V7/s344_7_4.cnf, 215, 540
cnf/plazar/V7/s38584_7_4.cnf, 23423, 57470
cnf/plazar/V7/s526a_7_4.cnf, 384, 1020
cnf/plazar/V7/s420_7_4.cnf, 312, 770
cnf/plazar/V7/s5378a_7_4.cnf, 3697, 8448
cnf/plazar/V7/s444_7_4.cnf, 308, 788
cnf/plazar/V7/s27_7_4.cnf, 24, 63
cnf/plazar/V7/s526_7_4.cnf, 383, 1019
cnf/plazar/V7/s641_7_4.cnf, 507, 1115
cnf/plazar/V7/s27_new_7_4.cnf, 17, 35
cnf/plazar/V7/s15850a_7_4.cnf, 10926, 24552
cnf/plazar/V7/s420_new1_7_4.cnf, 312, 770
cnf/plazar/V7/s510_7_4.cnf, 316, 844
cnf/plazar/V7/s38417_7_4.cnf, 25546, 57662
cnf/plazar/V7/s1238a_7_4.cnf, 704, 1926
cnf/plazar/V7/s820a_7_4.cnf, 616, 1703
cnf/plazar/V7/s9234a_7_4.cnf, 6313, 14555
cnf/plazar/V7/s13207a_7_4.cnf, 9386, 20635
cnf/plazar/V7/s298_7_4.cnf, 223, 586
cnf/plazar/V7/s420_new_7_4.cnf, 312, 770
cnf/plazar/V7/s349_7_4.cnf, 216, 545
cnf/plazar/V7/s1196a_7_4.cnf, 708, 1881
cnf/plazar/unsorted/compress.sk_17_291.cnf, 44901, 166948
cnf/plazar/unsorted/81.sk_5_51.cnf, 10775, 38006
cnf/plazar/unsorted/polynomial.sk_7_25.cnf, 313, 1027
cnf/plazar/unsorted/56.sk_6_38.cnf, 4842, 17828
cnf/plazar/unsorted/35.sk_3_52.cnf, 4915, 10547
cnf/plazar/unsorted/107.sk_3_90.cnf, 8948, 40147
cnf/plazar/unsorted/tableBasedAddition.sk_240_1024.cnf, 1026, 961
cnf/plazar/unsorted/diagStencil.sk_35_36.cnf, 319730, 1774184
cnf/plazar/unsorted/IterationService.sk_12_27.cnf, 1896, 6732
cnf/plazar/unsorted/53.sk_4_32.cnf, 2586, 10747
cnf/plazar/unsorted/parity.sk_11_11.cnf, 13116, 47506
cnf/plazar/unsorted/63.sk_3_64.cnf, 7242, 24379
cnf/plazar/unsorted/lss.sk_6_7.cnf, 82362, 259552
cnf/plazar/unsorted/ConcreteRoleAffectationService.sk_119_273.cnf, 395951, 1520924
cnf/plazar/unsorted/77.sk_3_44.cnf, 14535, 27573
cnf/plazar/unsorted/51.sk_4_38.cnf, 3708, 14594
cnf/plazar/unsorted/listReverse.sk_11_43.cnf, 53008, 204957
cnf/plazar/unsorted/tutorial2.sk_3_4.cnf, 16726, 77653
cnf/plazar/unsorted/log2.sk_72_391.cnf, 185178, 716257
cnf/plazar/unsorted/UserServiceImpl.sk_8_32.cnf, 1509, 5009
cnf/plazar/unsorted/ProjectService3.sk_12_55.cnf, 3175, 11019
cnf/plazar/unsorted/sort.sk_8_52.cnf, 12125, 49611
cnf/plazar/unsorted/30.sk_5_76.cnf, 29621, 112297
cnf/plazar/unsorted/7.sk_4_50.cnf, 6683, 24816
cnf/plazar/unsorted/ActivityService2.sk_10_27.cnf, 1952, 6867
cnf/plazar/unsorted/80.sk_2_48.cnf, 4969, 17060
cnf/plazar/unsorted/54.sk_12_97.cnf, 21726, 73499
cnf/plazar/unsorted/tutorial3.sk_4_31.cnf, 486193, 2598178
cnf/plazar/unsorted/ActivityService.sk_11_27.cnf, 1837, 5968
cnf/plazar/unsorted/logcount.sk_16_86.cnf, 19126, 68146
cnf/plazar/unsorted/LoginService.sk_20_34.cnf, 8200, 26689
cnf/plazar/unsorted/71.sk_3_65.cnf, 5670, 14616
cnf/plazar/unsorted/reverse.sk_11_258.cnf, 75641, 380869
cnf/plazar/unsorted/PhaseService.sk_14_27.cnf, 1686, 5655
cnf/plazar/unsorted/NotificationServiceImpl2.sk_10_36.cnf, 3540, 13425
cnf/plazar/unsorted/ConcreteActivityService.sk_13_28.cnf, 2481, 9011
cnf/plazar/unsorted/27.sk_3_32.cnf, 1509, 2707
cnf/plazar/unsorted/10.sk_1_46.cnf, 1494, 2215
cnf/plazar/unsorted/enqueueSeqSK.sk_10_42.cnf, 16466, 58515
cnf/plazar/unsorted/IssueServiceImpl.sk_8_30.cnf, 1393, 4319
cnf/plazar/unsorted/karatsuba.sk_7_41.cnf, 19594, 82417
cnf/plazar/unsorted/17.sk_3_45.cnf, 10090, 27056
cnf/plazar/unsorted/doublyLinkedList.sk_8_37.cnf, 6890, 26918
cnf/plazar/unsorted/diagStencilClean.sk_41_36.cnf, 378131, 2110471
cnf/plazar/unsorted/79.sk_4_40.cnf, 5707, 21005
cnf/plazar/unsorted/LoginService2.sk_23_36.cnf, 11511, 41411
cnf/plazar/unsorted/partition.sk_22_155.cnf, 151795, 689327
cnf/plazar/unsorted/70.sk_3_40.cnf, 4670, 15864
cnf/plazar/unsorted/GuidanceService.sk_4_27.cnf, 988, 3088
cnf/plazar/unsorted/36.sk_3_77.cnf, 8047, 28733
cnf/plazar/unsorted/registerlesSwap.sk_3_10.cnf, 372, 1493
cnf/plazar/unsorted/111.sk_2_36.cnf, 2348, 5479
cnf/plazar/unsorted/84.sk_4_77.cnf, 15678, 70956
cnf/plazar/unsorted/SetTest.sk_9_21.cnf, 33744, 148948
cnf/plazar/unsorted/55.sk_3_46.cnf, 3128, 12145
cnf/plazar/unsorted/Pollard.sk_1_10.cnf, 7815, 41258
cnf/plazar/unsorted/signedAvg.sk_8_1020.cnf, 30335, 91854
cnf/plazar/unsorted/isolateRightmost.sk_7_481.cnf, 10057, 35275
cnf/plazar/unsorted/32.sk_4_38.cnf, 3834, 13594
cnf/plazar/unsorted/ProcessBean.sk_8_64.cnf, 4768, 14458
cnf/plazar/unsorted/29.sk_3_45.cnf, 8866, 31557
cnf/plazar/unsorted/109.sk_4_36.cnf, 3565, 14012
cnf/plazar/unsorted/57.sk_4_64.cnf, 6917, 23549
cnf/plazar/unsorted/tutorial1.sk_1_1.cnf, 67, 66
cnf/plazar/unsorted/xpose.sk_6_134.cnf, 35519, 159328
cnf/plazar/unsorted/jburnim_morton.sk_13_530.cnf, 101241, 378557
cnf/plazar/unsorted/GuidanceService2.sk_2_27.cnf, 715, 2181
cnf/plazar/unsorted/110.sk_3_88.cnf, 18570, 63471
cnf/plazar/unsorted/19.sk_3_48.cnf, 6993, 23867
cnf/plazar/unsorted/20.sk_1_51.cnf, 15475, 60994
cnf/plazar/V3/s5378a_3_2.cnf, 3679, 8372
cnf/plazar/V3/s820a_3_2.cnf, 598, 1627
cnf/plazar/V3/s713_3_2.cnf, 509, 1117
cnf/plazar/V3/s27_3_2.cnf, 20, 43
cnf/plazar/V3/s1423a_3_2.cnf, 777, 1888
cnf/plazar/V3/s526_3_2.cnf, 365, 943
cnf/plazar/V3/s420_new1_3_2.cnf, 294, 694
cnf/plazar/V3/s38584_3_2.cnf, 23405, 57394
cnf/plazar/V3/s832a_3_2.cnf, 606, 1657
cnf/plazar/V3/s1488_3_2.cnf, 854, 2423
cnf/plazar/V3/s13207a_3_2.cnf, 9368, 20559
cnf/plazar/V3/s444_3_2.cnf, 290, 712
cnf/plazar/V3/s1238a_3_2.cnf, 686, 1850
cnf/plazar/V3/s1196a_3_2.cnf, 690, 1805
cnf/plazar/V3/s420_3_2.cnf, 294, 694
cnf/plazar/V3/s526a_3_2.cnf, 366, 944
cnf/plazar/V3/s641_3_2.cnf, 489, 1039
cnf/plazar/V3/s35932_3_2.cnf, 17831, 44349
cnf/plazar/V3/s382_3_2.cnf, 263, 635
cnf/plazar/V3/s510_3_2.cnf, 298, 768
cnf/plazar/V3/s420_new_3_2.cnf, 294, 694
cnf/plazar/V3/s27_new_3_2.cnf, 17, 31
cnf/plazar/V3/s349_3_2.cnf, 198, 469
cnf/plazar/V3/s298_3_2.cnf, 205, 510
cnf/plazar/V3/s344_3_2.cnf, 197, 464
cnf/plazar/V3/s9234a_3_2.cnf, 6295, 14479
cnf/plazar/V3/s15850a_3_2.cnf, 10908, 24476
cnf/plazar/V3/s953a_3_2.cnf, 515, 1297
cnf/plazar/V3/s838_3_2.cnf, 598, 1414
cnf/plazar/V3/s38417_3_2.cnf, 25528, 57586
cnf/plazar/FeatureModels/sa1100mm.cnf, 1222, 3760
cnf/plazar/FeatureModels/brutus.cnf, 1221, 3754
cnf/plazar/FeatureModels/sparc_erc32.cnf, 1168, 2972
cnf/plazar/FeatureModels/cq7708.cnf, 1238, 49770
cnf/plazar/FeatureModels/toybox2.cnf, 544, 1020
cnf/plazar/FeatureModels/sam7ex256.cnf, 1332, 3989
cnf/plazar/FeatureModels/se77x9.cnf, 1319, 49937
cnf/plazar/FeatureModels/jtst.cnf, 1241, 3818
cnf/plazar/FeatureModels/integrator_arm7.cnf, 1259, 3939
cnf/plazar/FeatureModels/at91sam7sek.cnf, 1296, 3921
cnf/plazar/FeatureModels/embtoolkit.cnf, 23516, 180511
cnf/plazar/FeatureModels/iq80310.cnf, 1258, 3821
cnf/plazar/FeatureModels/snds.cnf, 1218, 3748
cnf/plazar/FeatureModels/ts6.cnf, 1240, 3235
cnf/plazar/FeatureModels/uE250.cnf, 1249, 3810
cnf/plazar/FeatureModels/viper.cnf, 1301, 3230
cnf/plazar/FeatureModels/adder.cnf, 1272, 3201
cnf/plazar/FeatureModels/csb281.cnf, 1233, 3114
cnf/plazar/FeatureModels/frv400.cnf, 1238, 3096
cnf/plazar/FeatureModels/sh4_202_md.cnf, 1258, 3196
cnf/plazar/FeatureModels/olpcl2294.cnf, 1273, 3878
cnf/plazar/FeatureModels/aki3068net.cnf, 1207, 3080
cnf/plazar/FeatureModels/aim711.cnf, 1264, 3873
cnf/plazar/FeatureModels/mace1.cnf, 1234, 3770
cnf/plazar/FeatureModels/am31_sim.cnf, 1165, 2968
cnf/plazar/FeatureModels/pc_i82559.cnf, 1259, 3179
cnf/plazar/FeatureModels/asb.cnf, 1231, 3081
cnf/plazar/FeatureModels/buildroot.cnf, 14910, 45603
cnf/plazar/FeatureModels/sparc_leon.cnf, 1168, 2972
cnf/plazar/FeatureModels/mac7100evb.cnf, 1234, 3770
cnf/plazar/FeatureModels/stdeval1.cnf, 1190, 3049
cnf/plazar/FeatureModels/cerfpda.cnf, 1291, 3940
cnf/plazar/FeatureModels/phycore229x.cnf, 1360, 4026
cnf/plazar/FeatureModels/phycore.cnf, 1274, 3852
cnf/plazar/FeatureModels/dreamcast.cnf, 1252, 3168
cnf/plazar/FeatureModels/h8s_sim.cnf, 1183, 3003
cnf/plazar/FeatureModels/pc_usb_d12.cnf, 1281, 3231
cnf/plazar/FeatureModels/vrc4373.cnf, 1247, 3104
cnf/plazar/FeatureModels/toybox.cnf, 544, 1020
cnf/plazar/FeatureModels/fads.cnf, 1187, 3008
cnf/plazar/FeatureModels/cma230.cnf, 1212, 3739
cnf/plazar/FeatureModels/atlas_mips64_5kc.cnf, 1209, 3066
cnf/plazar/FeatureModels/eb55.cnf, 1270, 3882
cnf/plazar/FeatureModels/moab.cnf, 1277, 3249
cnf/plazar/FeatureModels/2.6.28.6-icse11.cnf, 6888, 343944
cnf/plazar/FeatureModels/e7t.cnf, 1266, 3816
cnf/plazar/FeatureModels/ecos-icse11.cnf, 1244, 3146
cnf/plazar/FeatureModels/cq7750.cnf, 1267, 3173
cnf/plazar/FeatureModels/adderII.cnf, 1276, 3206
cnf/plazar/FeatureModels/freebsd-icse11.cnf, 1396, 62183
cnf/plazar/FeatureModels/edb7xxx.cnf, 1246, 3812
cnf/plazar/FeatureModels/olpch2294.cnf, 1261, 3851
cnf/plazar/FeatureModels/calm32_ceb.cnf, 1173, 2990
cnf/plazar/FeatureModels/freetz.cnf, 31012, 102705
cnf/plazar/FeatureModels/sh7708.cnf, 1253, 49851
cnf/plazar/FeatureModels/excalibur_arm9.cnf, 1233, 50538
cnf/plazar/FeatureModels/pc_vmWare.cnf, 1255, 3174
cnf/plazar/FeatureModels/atlas_mips32_4kc.cnf, 1216, 3078
cnf/plazar/FeatureModels/skmb91302.cnf, 1217, 3052
cnf/plazar/FeatureModels/sparclite_sim.cnf, 1168, 2972
cnf/plazar/FeatureModels/assabet.cnf, 1266, 3883
cnf/plazar/FeatureModels/mcb2100.cnf, 1249, 3824
cnf/plazar/FeatureModels/stm3210e_eval.cnf, 1269, 3200
cnf/plazar/FeatureModels/pc_i82544.cnf, 1259, 3179
cnf/plazar/FeatureModels/asb2305.cnf, 1242, 3101
cnf/plazar/FeatureModels/innovator.cnf, 1256, 50452
cnf/plazar/FeatureModels/busybox-1.18.0.cnf, 6796, 17836
cnf/plazar/FeatureModels/aaed2000.cnf, 1284, 50512
cnf/plazar/FeatureModels/FM-3.6.1-refined.cnf, 45, 104
cnf/plazar/FeatureModels/m5272c3.cnf, 1323, 3297
cnf/plazar/FeatureModels/calm16_ceb.cnf, 1173, 2990
cnf/plazar/FeatureModels/cerf.cnf, 1276, 3910
cnf/plazar/FeatureModels/axTLS.cnf, 684, 2155
cnf/plazar/FeatureModels/mbx.cnf, 1295, 3218
cnf/plazar/FeatureModels/pc_rltk8139.cnf, 1257, 3179
cnf/plazar/FeatureModels/tx39_sim.cnf, 1179, 2988
cnf/plazar/FeatureModels/pid.cnf, 1229, 3778
cnf/plazar/FeatureModels/nano.cnf, 1265, 3870
cnf/plazar/FeatureModels/h8max.cnf, 1202, 3072
cnf/plazar/FeatureModels/se7751.cnf, 1295, 3254
cnf/plazar/FeatureModels/aeb.cnf, 1213, 3767
cnf/plazar/FeatureModels/malta_mips32_4kc.cnf, 1232, 3213
cnf/plazar/FeatureModels/olpce2294.cnf, 1274, 3881
cnf/plazar/FeatureModels/ocelot.cnf, 1266, 3141
cnf/plazar/FeatureModels/ceb_v850.cnf, 1189, 3025
cnf/plazar/FeatureModels/iq80321.cnf, 1256, 3820
cnf/plazar/FeatureModels/npwr.cnf, 1258, 3822
cnf/plazar/FeatureModels/p2106.cnf, 1249, 3824
cnf/plazar/FeatureModels/ec555.cnf, 1267, 3169
cnf/plazar/FeatureModels/integrator_arm9.cnf, 1267, 50606
cnf/plazar/FeatureModels/uClinux-config.cnf, 11254, 31637
cnf/plazar/FeatureModels/ixdp425.cnf, 1247, 3799
cnf/plazar/FeatureModels/gps4020.cnf, 1213, 3743
cnf/plazar/FeatureModels/hs7729pci.cnf, 1298, 49911
cnf/plazar/FeatureModels/flexanet.cnf, 1265, 3883
cnf/plazar/FeatureModels/XSEngine.cnf, 1260, 3803
cnf/plazar/FeatureModels/refidt334.cnf, 1263, 3140
cnf/plazar/FeatureModels/jmr3904.cnf, 1199, 3035
cnf/plazar/FeatureModels/edosk2674.cnf, 1194, 3034
cnf/plazar/FeatureModels/linux.cnf, 1232, 3154
cnf/plazar/FeatureModels/cma28x.cnf, 1204, 3051
cnf/plazar/FeatureModels/rattler.cnf, 1311, 3245
cnf/plazar/FeatureModels/picasso.cnf, 1248, 3808
cnf/plazar/FeatureModels/prpmc1100.cnf, 1223, 3754
cnf/plazar/FeatureModels/lpcmt.cnf, 1249, 3824
cnf/plazar/FeatureModels/sleb.cnf, 1188, 3009
cnf/plazar/FeatureModels/vads.cnf, 1240, 3235
cnf/plazar/FeatureModels/ebsa285.cnf, 1245, 3832
cnf/plazar/FeatureModels/ref4955.cnf, 1218, 3099
cnf/plazar/FeatureModels/h8300h_sim.cnf, 1182, 3001
cnf/plazar/FeatureModels/vrc4375.cnf, 1258, 3129
cnf/plazar/FeatureModels/uClinux.cnf, 1850, 2468
cnf/plazar/FeatureModels/eb40.cnf, 1240, 3816
cnf/plazar/FeatureModels/ts1000.cnf, 1297, 3218
cnf/plazar/FeatureModels/psim.cnf, 1181, 2995
cnf/plazar/FeatureModels/mpc50.cnf, 1213, 3728
cnf/plazar/FeatureModels/coreboot.cnf, 12268, 47091
cnf/plazar/FeatureModels/pati.cnf, 1248, 3266
cnf/plazar/FeatureModels/malta_mips64_5kc.cnf, 1232, 3212
cnf/plazar/FeatureModels/ipaq.cnf, 1258, 3868
cnf/plazar/FeatureModels/stb.cnf, 1252, 3146
cnf/plazar/FeatureModels/eb40a.cnf, 1241, 3817
cnf/plazar/FeatureModels/cme555.cnf, 1266, 3167
cnf/plazar/FeatureModels/mb93093.cnf, 1230, 3083
cnf/plazar/FeatureModels/mb93091.cnf, 1250, 3131
cnf/plazar/FeatureModels/at91sam7xek.cnf, 1319, 3963
cnf/plazar/FeatureModels/smdk2410.cnf, 1265, 50468
cnf/plazar/FeatureModels/grg.cnf, 1241, 3792
cnf/plazar/FeatureModels/2.6.33.3-2var.cnf, 62482, 273799
cnf/plazar/FeatureModels/2.6.32-2var.cnf, 60072, 268223
cnf/plazar/FeatureModels/eb42.cnf, 1234, 3779
cnf/plazar/FeatureModels/fiasco.cnf, 1638, 5228
cnf/plazar/FeatureModels/ea2468.cnf, 1395, 4138
cnf/plazar/Blasted_Real/blasted_squaring22.cnf, 695, 2193
cnf/plazar/Blasted_Real/blasted_case205.cnf, 214, 580
cnf/plazar/Blasted_Real/blasted_case103.cnf, 32, 86
cnf/plazar/Blasted_Real/blasted_case120.cnf, 284, 851
cnf/plazar/Blasted_Real/blasted_squaring26.cnf, 894, 3187
cnf/plazar/Blasted_Real/blasted_squaring42.cnf, 4173, 13539
cnf/plazar/Blasted_Real/blasted_TR_device_1_linear.cnf, 1249, 3927
cnf/plazar/Blasted_Real/blasted_case50.cnf, 843, 3288
cnf/plazar/Blasted_Real/blasted_case18.cnf, 579, 1815
cnf/plazar/Blasted_Real/blasted_case139.cnf, 846, 2163
cnf/plazar/Blasted_Real/blasted_TR_b12_even7_linear.cnf, 8633, 28088
cnf/plazar/Blasted_Real/blasted_case52.cnf, 132, 395
cnf/plazar/Blasted_Real/blasted_case_1_b14_3.cnf, 304, 941
cnf/plazar/Blasted_Real/blasted_case57.cnf, 288, 1158
cnf/plazar/Blasted_Real/blasted_case122.cnf, 314, 1258
cnf/plazar/Blasted_Real/blasted_case_0_ptb_2.cnf, 3391, 11089
cnf/plazar/Blasted_Real/blasted_TR_b14_even2_linear.cnf, 10329, 33008
cnf/plazar/Blasted_Real/blasted_case8.cnf, 160, 525
cnf/plazar/Blasted_Real/blasted_case107.cnf, 618, 1661
cnf/plazar/Blasted_Real/blasted_case55.cnf, 149, 442
cnf/plazar/Blasted_Real/blasted_TR_b14_even_linear.cnf, 8809, 28200
cnf/plazar/Blasted_Real/blasted_squaring1.cnf, 891, 2839
cnf/plazar/Blasted_Real/blasted_case6.cnf, 329, 996
cnf/plazar/Blasted_Real/blasted_case_1_ptb_2.cnf, 2851, 9506
cnf/plazar/Blasted_Real/blasted_case14.cnf, 247, 649
cnf/plazar/Blasted_Real/blasted_case62.cnf, 291, 1165
cnf/plazar/Blasted_Real/blasted_case142.cnf, 2457, 7305
cnf/plazar/Blasted_Real/blasted_case202.cnf, 200, 544
cnf/plazar/Blasted_Real/blasted_case17.cnf, 77, 235
cnf/plazar/Blasted_Real/blasted_squaring9.cnf, 1434, 5028
cnf/plazar/Blasted_Real/blasted_case208.cnf, 824, 2128
cnf/plazar/Blasted_Real/blasted_case38.cnf, 143, 568
cnf/plazar/Blasted_Real/blasted_TR_b12_even3_linear.cnf, 8633, 28088
cnf/plazar/Blasted_Real/blasted_case28.cnf, 51, 143
cnf/plazar/Blasted_Real/blasted_case121.cnf, 291, 975
cnf/plazar/Blasted_Real/blasted_case_1_b12_even2.cnf, 2669, 8460
cnf/plazar/Blasted_Real/blasted_case4.cnf, 103, 316
cnf/plazar/Blasted_Real/blasted_case_2_ptb_1.cnf, 963, 3027
cnf/plazar/Blasted_Real/blasted_case123.cnf, 267, 980
cnf/plazar/Blasted_Real/blasted_case_2_ptb_2.cnf, 2848, 9498
cnf/plazar/Blasted_Real/blasted_squaring8.cnf, 1101, 3642
cnf/plazar/Blasted_Real/blasted_case_0_b11_1.cnf, 340, 1026
cnf/plazar/Blasted_Real/blasted_case_1_b12_even3.cnf, 4157, 13049
cnf/plazar/Blasted_Real/blasted_case_3_4_b14_even.cnf, 1532, 4761
cnf/plazar/Blasted_Real/blasted_case56.cnf, 202, 722
cnf/plazar/Blasted_Real/blasted_case_2_b12_1.cnf, 427, 1385
cnf/plazar/Blasted_Real/blasted_case1.cnf, 187, 681
cnf/plazar/Blasted_Real/blasted_case113.cnf, 309, 1367
cnf/plazar/Blasted_Real/blasted_case58.cnf, 96, 299
cnf/plazar/Blasted_Real/blasted_case30.cnf, 68, 195
cnf/plazar/Blasted_Real/blasted_squaring27.cnf, 837, 2901
cnf/plazar/Blasted_Real/blasted_case133.cnf, 211, 615
cnf/plazar/Blasted_Real/blasted_case_1_b14_even.cnf, 1304, 4057
cnf/plazar/Blasted_Real/blasted_case211.cnf, 869, 2929
cnf/plazar/Blasted_Real/blasted_case132.cnf, 236, 708
cnf/plazar/Blasted_Real/blasted_case_2_b12_even3.cnf, 4157, 13049
cnf/plazar/Blasted_Real/blasted_case144.cnf, 765, 2340
cnf/plazar/Blasted_Real/blasted_case_3_b14_3.cnf, 304, 941
cnf/plazar/Blasted_Real/blasted_case11.cnf, 105, 371
cnf/plazar/Blasted_Real/blasted_case54.cnf, 203, 725
cnf/plazar/Blasted_Real/blasted_case111.cnf, 306, 1358
cnf/plazar/Blasted_Real/blasted_case117.cnf, 309, 1367
cnf/plazar/Blasted_Real/blasted_case44.cnf, 173, 651
cnf/plazar/Blasted_Real/blasted_squaring50.cnf, 500, 1965
cnf/plazar/Blasted_Real/blasted_case22.cnf, 126, 411
cnf/plazar/Blasted_Real/blasted_case_1_b14_2.cnf, 270, 805
cnf/plazar/Blasted_Real/blasted_case110.cnf, 287, 1263
cnf/plazar/Blasted_Real/blasted_case_2_b14_2.cnf, 270, 805
cnf/plazar/Blasted_Real/blasted_squaring20.cnf, 696, 2198
cnf/plazar/Blasted_Real/blasted_case_2_b14_3.cnf, 304, 941
cnf/plazar/Blasted_Real/blasted_case209.cnf, 1189, 3477
cnf/plazar/Blasted_Real/blasted_case102.cnf, 34, 92
cnf/plazar/Blasted_Real/blasted_TR_b14_even3_linear.cnf, 8809, 28200
cnf/plazar/Blasted_Real/blasted_squaring21.cnf, 697, 2203
cnf/plazar/Blasted_Real/blasted_case41.cnf, 245, 650
cnf/plazar/Blasted_Real/blasted_case42.cnf, 903, 2735
cnf/plazar/Blasted_Real/blasted_case_0_b12_even2.cnf, 2669, 8460
cnf/plazar/Blasted_Real/blasted_case32.cnf, 52, 146
cnf/plazar/Blasted_Real/blasted_case_0_b12_1.cnf, 427, 1385
cnf/plazar/Blasted_Real/blasted_squaring5.cnf, 885, 2809
cnf/plazar/Blasted_Real/blasted_case140.cnf, 488, 1222
